Found 128247 hbonds.
donor 		 acceptor 	 occupancy
NH410856-Side-NZ 	 TIP37168-Side-OH2 	 0.15%
NH410858-Side-NZ 	 TIP31379-Side-OH2 	 0.05%
NH410858-Side-NZ 	 TIP310214-Side-OH2 	 0.05%
NH410853-Side-NZ 	 TIP33998-Side-OH2 	 0.15%
NH410853-Side-NZ 	 TIP38671-Side-OH2 	 0.05%
NH410853-Side-NZ 	 TIP35652-Side-OH2 	 0.05%
NH410879-Side-NZ 	 TIP31319-Side-OH2 	 0.05%
NH410879-Side-NZ 	 TIP33753-Side-OH2 	 0.05%
NH410866-Side-NZ 	 TIP310183-Side-OH2 	 0.10%
NH410866-Side-NZ 	 TIP37433-Side-OH2 	 0.05%
NH410865-Side-NZ 	 TIP32248-Side-OH2 	 0.05%
NH410865-Side-NZ 	 TIP36254-Side-OH2 	 0.20%
NH410865-Side-NZ 	 TIP37131-Side-OH2 	 0.05%
NH410872-Side-NZ 	 TIP35114-Side-OH2 	 0.05%
NH410872-Side-NZ 	 TIP37122-Side-OH2 	 0.10%
NH410872-Side-NZ 	 TIP35910-Side-OH2 	 0.10%
NH410855-Side-NZ 	 TIP39672-Side-OH2 	 0.05%
NH410854-Side-NZ 	 TIP39173-Side-OH2 	 0.05%
NH410854-Side-NZ 	 TIP34510-Side-OH2 	 0.15%
NH410854-Side-NZ 	 TIP35556-Side-OH2 	 0.05%
NH410871-Side-NZ 	 TIP3559-Side-OH2 	 0.05%
NH410869-Side-NZ 	 TIP33576-Side-OH2 	 0.05%
NH410869-Side-NZ 	 TIP39485-Side-OH2 	 0.10%
NH410859-Side-NZ 	 TIP33642-Side-OH2 	 0.05%
NH410859-Side-NZ 	 TIP3173-Side-OH2 	 0.05%
NH410871-Side-NZ 	 TIP34141-Side-OH2 	 0.10%
NH410871-Side-NZ 	 TIP39449-Side-OH2 	 0.10%
NH410860-Side-NZ 	 TIP35417-Side-OH2 	 0.10%
NH410860-Side-NZ 	 TIP310293-Side-OH2 	 0.05%
NH410860-Side-NZ 	 TIP36182-Side-OH2 	 0.05%
NH410861-Side-NZ 	 TIP35250-Side-OH2 	 0.15%
NH410861-Side-NZ 	 TIP33933-Side-OH2 	 0.05%
NH410861-Side-NZ 	 TIP38987-Side-OH2 	 0.10%
NH410876-Side-NZ 	 TIP3683-Side-OH2 	 0.10%
NH410862-Side-NZ 	 TIP39112-Side-OH2 	 0.10%
NH410862-Side-NZ 	 TIP35934-Side-OH2 	 0.05%
NH410862-Side-NZ 	 TIP3725-Side-OH2 	 0.10%
NH410862-Side-NZ 	 TIP39623-Side-OH2 	 0.10%
NH410876-Side-NZ 	 TIP31627-Side-OH2 	 0.10%
NH410864-Side-NZ 	 TIP36110-Side-OH2 	 0.05%
NH410860-Side-NZ 	 TIP32374-Side-OH2 	 0.05%
NH410875-Side-NZ 	 TIP3180-Side-OH2 	 0.10%
NH410875-Side-NZ 	 TIP39172-Side-OH2 	 0.25%
NH410857-Side-NZ 	 TIP39397-Side-OH2 	 0.10%
NH410857-Side-NZ 	 TIP31134-Side-OH2 	 0.10%
NH410867-Side-NZ 	 TIP31796-Side-OH2 	 0.15%
NH410867-Side-NZ 	 TIP32885-Side-OH2 	 0.05%
NH410857-Side-NZ 	 TIP31937-Side-OH2 	 0.15%
NH410878-Side-NZ 	 TIP35883-Side-OH2 	 0.10%
NH410867-Side-NZ 	 TIP35653-Side-OH2 	 0.05%
NH410867-Side-NZ 	 TIP37309-Side-OH2 	 0.05%
NH410878-Side-NZ 	 TIP3379-Side-OH2 	 0.05%
NH410880-Side-NZ 	 TIP3543-Side-OH2 	 0.05%
NH410880-Side-NZ 	 TIP310111-Side-OH2 	 0.05%
