1 1 25.011730194091797 3 1 0 0 0 0 3 0 0 7 4 0
1 1 26.161731719970703 3 0 0 0 0 0 3 0 0 7 4 0
1 1 25.961734771728516 2 0 0 0 0 0 3 0 0 6 3 0
1 1 26.05173110961914 3 1 0 0 0 0 3 0 0 5 2 0
1 1 26.751728057861328 3 1 0 0 0 0 3 0 0 7 4 0
1 1 24.131732940673828 4 0 0 0 0 0 3 0 0 7 4 0
1 1 26.851734161376953 8 1 0 0 0 0 0 0 0 0 0 0
1 1 -34.89826965332031 6 0 0 0 0 0 0 0 0 0 0 0
1 1 32.18172836303711 7 0 0 0 0 0 0 0 0 0 0 0
1 1 47.961734771728516 8 1 0 0 0 0 0 0 0 0 0 0
1 1 -21.548267364501953 7 0 0 0 0 0 0 0 0 0 0 0
1 1 27.381732940673828 6 0 0 0 0 0 0 0 0 0 0 0
1 1 -36.21826934814453 4 0 0 0 0 0 0 0 0 0 0 0
1 1 39.271732330322266 7 1 0 0 0 0 0 0 0 0 0 0
1 1 -34.948272705078125 7 0 0 0 0 0 0 0 0 0 0 0
1 1 -27.058269500732422 9 0 0 0 0 0 0 0 0 0 0 0
1 1 30.141735076904297 5 0 0 0 0 0 0 0 0 0 0 0
1 1 -37.08827209472656 5 0 0 0 0 0 0 0 0 0 0 0
1 1 42.62173843383789 9 2 0 0 0 0 0 0 0 0 0 0
1 1 27.69173812866211 6 1 0 0 0 0 0 0 0 0 0 0
1 1 40.081729888916016 9 1 0 0 0 0 0 0 0 0 0 0
1 1 -26.318267822265625 8 0 0 0 0 0 0 0 0 0 0 0
1 1 -34.46826934814453 6 3 0 0 0 0 0 0 0 0 0 0
1 1 -38.188270568847656 4 0 0 0 0 0 0 0 0 0 0 0
1 1 19.911731719970703 8 1 0 0 0 0 0 0 0 0 0 0
1 1 25.55173110961914 8 1 0 0 0 0 0 0 0 0 0 0
1 1 -35.078269958496094 8 0 0 0 0 0 0 0 0 0 0 0
1 1 32.50173568725586 6 1 0 0 0 0 0 0 0 0 0 0
1 1 34.401729583740234 8 1 0 0 0 0 0 0 0 0 0 0
1 1 -22.928268432617188 8 0 0 0 0 0 0 0 0 0 0 0
1 1 -27.488269805908203 8 0 0 0 0 0 0 0 0 0 0 0
1 1 -32.668270111083984 3 0 0 0 0 0 0 0 0 0 0 0
2 1 26.0198974609375 3 0 0 0 0 0 3 0 0 7 4 0
2 1 26.299903869628906 1 0 0 0 0 0 3 0 0 7 4 0
2 1 25.809898376464844 4 1 0 0 0 0 3 0 0 6 3 0
2 1 25.289901733398438 3 0 0 0 0 0 3 0 0 6 3 0
2 1 25.75989532470703 3 1 0 0 0 0 3 0 0 7 4 0
2 1 25.189903259277344 4 1 0 0 0 0 3 0 0 6 3 0
2 1 30.83990478515625 9 2 0 0 0 0 0 0 0 0 0 0
2 1 30.919906616210938 4 1 0 0 0 0 0 0 0 0 0 0
2 1 -31.550100326538086 7 0 0 0 0 0 0 0 0 0 0 0
2 1 23.989898681640625 7 3 0 0 0 0 0 0 0 0 0 0
2 1 -38.95009994506836 6 0 0 0 0 0 0 0 0 0 0 0
2 1 -38.21009826660156 7 0 0 0 0 0 0 0 0 0 0 0
2 1 -28.330101013183594 7 0 0 0 0 0 0 0 0 0 0 0
2 1 -29.40009880065918 4 0 0 0 0 0 0 0 0 0 0 0
2 1 32.869903564453125 8 0 0 0 0 0 0 0 0 0 0 0
2 1 47.609901428222656 9 1 0 0 0 0 0 0 0 0 0 0
2 1 -39.86009979248047 5 0 0 0 0 0 0 0 0 0 0 0
2 1 29.83989715576172 5 0 0 0 0 0 0 0 0 0 0 0
2 1 -26.780099868774414 9 0 0 0 0 0 0 0 0 0 0 0
2 1 -35.06010055541992 6 1 0 0 0 0 0 0 0 0 0 0
2 1 28.239898681640625 8 1 0 0 0 0 0 0 0 0 0 0
2 1 26.21990203857422 6 1 0 0 0 0 0 0 0 0 0 0
2 1 -39.080101013183594 7 0 0 0 0 0 0 0 0 0 0 0
2 1 38.00990295410156 8 0 0 0 0 0 0 0 0 0 0 0
2 1 36.299903869628906 9 0 0 0 0 0 0 0 0 0 0 0
2 1 -27.940099716186523 5 0 0 0 0 0 0 0 0 0 0 0
3 1 26.389232635498047 3 0 0 0 0 0 3 0 0 6 3 0
