1 1 14.650001525878906 6 5 0 0 0 0 0 0 0 0 0 0
1 1 38.04999542236328 8 8 0 0 0 0 0 0 0 0 0 0
1 1 34.100006103515625 6 6 0 0 0 0 0 0 0 0 0 0
1 1 -22.049999237060547 6 6 0 0 0 0 0 0 0 0 0 0
1 1 -30.860000610351563 8 7 0 0 0 0 0 0 0 0 0 0
1 1 -34.470001220703125 8 8 0 0 0 0 0 0 0 0 0 0
1 1 -28.56000328063965 9 7 0 0 0 0 0 0 0 0 0 0
1 1 27.170005798339844 3 3 0 0 0 0 0 0 0 0 0 0
1 1 33.6300048828125 7 6 0 0 0 0 0 0 0 0 0 0
1 1 -33.51000213623047 7 6 0 0 0 0 0 0 0 0 0 0
1 1 45.37000274658203 5 4 0 0 0 0 0 0 0 0 0 0
1 1 -24.730003356933594 5 5 0 0 0 0 0 0 0 0 0 0
1 1 23.990005493164063 7 6 0 0 0 0 0 0 0 0 0 0
1 1 45.170005798339844 6 5 0 0 0 0 0 0 0 0 0 0
1 1 -26.950002670288086 8 6 0 0 0 0 0 0 0 0 0 0
1 1 -22.860000610351563 5 3 0 0 0 0 0 0 0 0 0 0
1 1 43.730003356933594 9 6 0 0 0 0 0 0 0 0 0 0
1 1 39.3699951171875 8 7 0 0 0 0 0 0 0 0 0 0
2 1 16.620391845703125 8 6 0 0 0 0 0 0 0 0 0 0
2 1 26.250389099121094 5 5 0 0 0 0 1 0 0 1 0 0
2 1 37.240394592285156 8 7 0 0 0 0 0 0 0 0 0 0
2 1 38.360389709472656 7 7 0 0 0 0 0 0 0 0 0 0
2 1 -25.549610137939453 6 5 0 0 0 0 0 0 0 1 1 0
2 1 38.89038848876953 8 8 0 0 0 0 0 0 0 0 0 0
2 1 -38.53961181640625 7 7 0 0 0 0 0 0 0 0 0 0
2 1 -25.479610443115234 7 6 0 0 0 0 0 0 0 0 0 0
2 1 47.09038543701172 9 6 0 0 0 0 0 0 0 0 0 0
2 1 -27.329612731933594 7 7 0 0 0 0 0 0 0 0 0 0
2 1 28.77039337158203 6 5 0 0 0 0 0 0 0 0 0 0
2 1 -39.96961212158203 6 6 0 0 0 0 0 0 0 0 0 0
2 1 40.13038635253906 7 7 0 0 0 0 0 0 0 0 0 0
2 1 47.07038879394531 8 6 0 0 0 0 0 0 0 0 0 0
2 1 -24.819610595703125 7 7 0 0 0 0 0 0 0 0 0 0
2 1 25.33039093017578 6 6 0 0 0 0 0 0 0 0 0 0
2 1 -22.509613037109375 7 6 0 0 0 0 0 0 0 0 0 0
2 1 -23.96961212158203 7 5 0 0 0 0 0 0 0 0 0 0
2 1 -25.28961181640625 6 4 0 0 0 0 0 0 0 0 0 0
2 1 47.740394592285156 7 6 0 0 0 0 0 0 0 0 0 0
2 1 -27.899612426757813 5 4 0 0 0 0 0 0 0 0 0 0
2 1 -35.23960876464844 9 6 0 0 0 0 0 0 0 0 0 0
2 1 39.34039306640625 9 9 0 0 0 0 0 0 0 0 0 0
3 1 22.17856216430664 6 6 0 0 0 0 0 0 0 0 0 0
3 1 27.188556671142578 7 7 0 0 0 0 1 0 0 1 0 0
3 1 34.81856155395508 7 6 0 0 0 0 0 0 0 0 0 0
3 1 45.47856521606445 7 7 0 0 0 0 0 0 0 0 0 0
3 1 -36.8414421081543 9 9 0 0 0 0 0 0 0 0 0 0
3 1 45.92856216430664 10 8 0 0 0 0 0 0 0 0 0 0
3 1 -30.28144073486328 7 7 0 0 0 0 0 0 0 0 0 0
3 1 29.518566131591797 6 5 0 0 0 0 0 0 0 0 0 0
3 1 -27.891441345214844 9 9 0 0 0 0 0 0 0 0 0 0
3 1 40.31856155395508 8 7 0 0 0 0 0 0 0 0 0 0
3 1 42.828556060791016 8 6 0 0 0 0 0 0 0 0 0 0
3 1 -28.781442642211914 8 6 0 0 0 0 0 0 0 0 0 0
3 1 24.908557891845703 5 4 0 0 0 0 0 0 0 0 0 0
3 1 -29.92144012451172 8 8 0 0 0 0 0 0 0 0 0 0
3 1 -23.891441345214844 7 6 0 0 0 0 0 0 0 0 0 0
3 1 -31.771442413330078 8 7 0 0 0 0 0 0 0 0 0 0
3 1 -23.94144058227539 6 5 0 0 0 0 0 0 0 0 0 0
3 1 47.57856369018555 7 7 0 0 0 0 0 0 0 0 0 0
3 1 -32.70144271850586 6 5 0 0 0 0 0 0 0 0 0 0
3 1 -34.311439514160156 6 6 0 0 0 0 0 0 0 0 0 0
3 1 34.79856491088867 7 7 0 0 0 0 0 0 0 0 0 0
4 1 25.657299041748047 5 5 0 0 0 0 0 0 0 0 0 0
4 1 40.14728927612305 9 8 0 0 0 0 0 0 0 0 0 0
4 1 26.50729751586914 6 5 0 0 0 0 1 0 0 1 0 0
4 1 37.38728713989258 6 6 0 0 0 0 0 0 0 0 0 0
4 1 47.44729995727539 7 7 0 0 0 0 0 0 0 0 0 0
4 1 -34.1627082824707 7 6 0 0 0 0 0 0 0 0 0 0
4 1 -38.97270965576172 7 7 0 0 0 0 0 0 0 0 0 0
